,역번호,역사명,노선번호,노선명,환승역구분,환승노선번호,환승노선명,역위도,역경도,운영기관명,역사도로명주소,제공기관코드,제공기관명
528,240,신매,S2702,대구 도시철도 2호선,일반역,,,35.8408467,128.7045286,대구광역시 대구도시철도공사,대구광역시 수성구 달구벌대로 지하3180 (매호동),B552109,대구도시철도공사
529,241,사월,S2702,대구 도시철도 2호선,일반역,,,35.8369933,128.7134473,대구광역시 대구도시철도공사,대구광역시 수성구 달구벌대로 지하3290 (신매동),B552109,대구도시철도공사
530,U125,탑석,L4101,의정부경전철,일반역,,,37.7334668,127.0889285,㈜우진메트로,경기도 의정부시 충의로 20,3820000,경기도 의정부시
531,3135,지식정보단지,S2801,인천지하철 1호선,일반역,-,-,37.378021,126.645412,인천교통공사,인천광역시 연수구 인천타워대로 57,B551894,인천교통공사
532,3136,인천대입구,S2801,인천지하철 1호선,일반역,-,-,37.386239,126.639351,인천교통공사,인천광역시 연수구 인천타워대로 155,B551894,인천교통공사
533,3137,센트럴파크,S2801,인천지하철 1호선,일반역,-,-,37.392833,126.635002,인천교통공사,인천광역시 연수구 인천타워대로 240,B551894,인천교통공사
534,3138,국제업무지구,S2801,인천지하철 1호선,일반역,-,-,37.400464,126.630094,인천교통공사,인천광역시 연수구 인천타워대로 334,B551894,인천교통공사
535,3201,검단오류,S2802,인천지하철 2호선,일반역,-,-,37.595162,126.629206,인천교통공사,인천광역시 서구 검단로 187 (오류동),B551894,인천교통공사
536,3202,왕길,S2802,인천지하철 2호선,일반역,-,-,37.592191,126.642284,인천교통공사,인천광역시 서구 검단로 323 (왕길동),B551894,인천교통공사
537,3203,검단사거리,S2802,인천지하철 2호선,일반역,-,-,37.601693,126.656545,인천교통공사,인천광역시 서구 검단로 473 (왕길동),B551894,인천교통공사
538,3204,마전,S2802,인천지하철 2호선,일반역,-,-,37.597756,126.667195,인천교통공사,인천광역시 서구 완정로 68 (마전동),B551894,인천교통공사
539,3205,완정,S2802,인천지하철 2호선,일반역,-,-,37.592867,126.672961,인천교통공사,인천광역시 서구 원당대로 650 (당하동),B551894,인천교통공사
540,3206,독정,S2802,인천지하철 2호선,일반역,-,-,37.584927,126.675981,인천교통공사,인천광역시 서구 서곶로 760 (백석동),B551894,인천교통공사
541,3207,검암,S2802,인천지하철 2호선,환승역,I2802+S2801,공항철도,37.568611,126.671221,인천교통공사,인천광역시 서구 검바위로 4 (검암동),B551894,인천교통공사
542,3208,검바위,S2802,인천지하철 2호선,일반역,-,-,37.561091,126.677529,인천교통공사,인천광역시 서구 서곶로 492 (검암동),B551894,인천교통공사
543,3209,아시아드경기장,S2802,인천지하철 2호선,일반역,-,-,37.551373,126.677075,인천교통공사,인천광역시 서구 서곶로 382 (연희동),B551894,인천교통공사
544,3210,서구청,S2802,인천지하철 2호선,일반역,-,-,37.543839,126.676795,인천교통공사,인천광역시 서구 서곶로 294 (심곡동),B551894,인천교통공사
545,3211,가정(루원시티),S2802,인천지하철 2호선,일반역,-,-,37.524805,126.675387,인천교통공사,인천광역시 서구 봉오대로 234 (가정동),B551894,인천교통공사
546,3212,가정중앙시장,S2802,인천지하철 2호선,일반역,-,-,37.517511,126.676784,인천교통공사,인천광역시 서구 가남로 400 (가정동),B551894,인천교통공사
547,3213,석남(거북시장),S2802,인천지하철 2호선,일반역,-,-,37.507211,126.676304,인천교통공사,인천광역시 서구 가석로 257 (석남동),B551894,인천교통공사
548,127,영대병원,S2701,대구 도시철도 1호선,일반역,,,35.844269,128.586057,대구광역시 대구도시철도공사,대구광역시 남구 대명로 지하292 (대명동),B552109,대구도시철도공사
549,128,교대,S2701,대구 도시철도 1호선,일반역,,,35.851106,128.588432,대구광역시 대구도시철도공사,대구광역시 남구 중앙대로 지하194 (대명동),B552109,대구도시철도공사
550,129,명덕,S2701,대구 도시철도 1호선,환승역,S2701+S2703,대구 도시철도 1호선 + 대구 도시철도 3호선,35.8580257,128.5824361,대구광역시 대구도시철도공사,대구광역시 중구 명덕로 지하185 (남산동),B552109,대구도시철도공사
551,130,반월당,S2701,대구 도시철도 1호선,환승역,S2701+S2702,대구 도시철도 1호선 + 대구 도시철도 2호선,35.864678,128.591147,대구광역시 대구도시철도공사,대구광역시 중구 달구벌대로 지하2100 (덕산동),B552109,대구도시철도공사
552,131,중앙로,S2701,대구 도시철도 1호선,일반역,,,35.870913,128.591799,대구광역시 대구도시철도공사,대구광역시 중구 중앙대로 지하424 (남일동),B552109,대구도시철도공사
553,132,대구,S2701,대구 도시철도 1호선,일반역,,,35.8763691,128.5884861,대구광역시 대구도시철도공사,대구광역시 북구 칠성남로30길 지하24 (칠성동),B552109,대구도시철도공사
554,133,칠성시장,S2701,대구 도시철도 1호선,일반역,,,35.876141,128.602971,대구광역시 대구도시철도공사,대구광역시 북구 칠성남로 지하222 (칠성동),B552109,대구도시철도공사
555,100,양촌역,L4101,김포골드라인,일반역,,-,37.64179203,126.6146219,김포골드라인운영㈜,경기도 김포시 양촌읍 양촌역길 107,4090000,경기도 김포시
556,101,구래역,L4101,김포골드라인,일반역,,-,37.6453934,126.628576,김포골드라인운영㈜,경기도 김포시 김포한강7로87,4090000,경기도 김포시
557,102,마산역,L4101,김포골드라인,일반역,,-,37.64060947,126.6440072,김포골드라인운영㈜,경기도 김포시 김포한강3로442,4090000,경기도 김포시
558,103,장기역,L4101,김포골드라인,일반역,,-,37.64405889,126.6690798,김포골드라인운영㈜,경기도 김포시 김포한강1로59,4090000,경기도 김포시
559,104,운양역,L4101,김포골드라인,일반역,,-,37.65376915,126.6838479,김포골드라인운영㈜,경기도 김포시 김포한강1로235,4090000,경기도 김포시
560,105,걸포북변역,L4101,김포골드라인,일반역,,-,37.63164148,126.705778,김포골드라인운영㈜,경기도 김포시 김포대로1040,4090000,경기도 김포시
561,106,사우(김포시청)역,L4101,김포골드라인,일반역,,-,37.62035224,126.7196954,김포골드라인운영㈜,경기도 김포시 김포대로852,4090000,경기도 김포시
562,3214,서부여성회관,S2802,인천지하철 2호선,일반역,-,-,37.500298,126.675875,인천교통공사,인천광역시 서구 가석로 169 (석남동),B551894,인천교통공사
563,3215,인천가좌,S2802,인천지하철 2호선,일반역,-,-,37.493762,126.675465,인천교통공사,인천광역시 서구 가석로 67 (가좌동),B551894,인천교통공사
564,3216,가재울,S2802,인천지하철 2호선,일반역,-,-,37.484152,126.683883,인천교통공사,인천광역시 서구 열우물로 252 (가좌동),B551894,인천교통공사
565,3217,주안국가산단,S2802,인천지하철 2호선,일반역,-,-,37.473599,126.681702,인천교통공사,인천광역시 서구 방축로 343 (가좌동),B551894,인천교통공사
566,3218,주안,S2802,인천지하철 2호선,환승역,I2802+I1101,경인선,37.465517,126.680441,인천교통공사,인천광역시 미추홀구 주안로 지하 91-1 (주안동),B551894,인천교통공사
567,3219,시민공원,S2802,인천지하철 2호선,일반역,-,-,37.458739,126.680091,인천교통공사,인천광역시 미추홀구 경인로 371 (주안동),B551894,인천교통공사
568,3220,석바위시장,S2802,인천지하철 2호선,일반역,-,-,37.457659,126.692387,인천교통공사,인천광역시 미추홀구 구월로 19 (주안동),B551894,인천교통공사
569,3221,인천시청,S2802,인천지하철 2호선,환승역,I2802+I2801,인천1호선,37.456904,126.701523,인천교통공사,인천광역시 남동구 구월로 지하 99 (간석동),B551894,인천교통공사
570,3222,석천사거리,S2802,인천지하철 2호선,일반역,-,-,37.4569323,126.710383,인천교통공사,인천광역시 남동구 구월로 지하 181 (구월동),B551894,인천교통공사
571,3223,모래내시장,S2802,인천지하철 2호선,일반역,-,-,37.455842,126.719578,인천교통공사,인천광역시 남동구 구월로 지하 255 (구월동),B551894,인천교통공사
572,3224,만수,S2802,인천지하철 2호선,일반역,-,-,37.454962,126.731764,인천교통공사,인천광역시 남동구 구월로 지하 367 (만수동),B551894,인천교통공사
573,3225,남동구청,S2802,인천지하철 2호선,일반역,-,-,37.448179,123.736581,인천교통공사,인천광역시 남동구 인주대로 지하 889 (만수동),B551894,인천교통공사
574,3226,인천대공원,S2802,인천지하철 2호선,일반역,-,-,37.448475,126.753051,인천교통공사,인천광역시 남동구 수인로 3677 (장수동),B551894,인천교통공사
575,3227,운연,S2802,인천지하철 2호선,일반역,-,-,37.437924,126.759409,인천교통공사,인천광역시 남동구 매소홀로 1229 (운연동),B551894,인천교통공사
576,U110,발곡,L4101,의정부경전철,일반역,-,-,37.7269917,127.0529098,인천교통공사,경기도 의정부시 장곡로 258,B551894,인천교통공사
577,U111,회룡,L4101,의정부경전철,환승역,S1101+L4101,서울도시철도1호선+의정부경전철,37.7250156,127.0471082,인천교통공사,경기도 의정부시 평화로 363,B551894,인천교통공사
578,U112,범골,L4101,의정부경전철,일반역,-,-,37.728796,127.0436639,인천교통공사,경기도 의정부시 신흥로 141,B551894,인천교통공사
579,U113,경전철의정부,L4101,의정부경전철,일반역,-,-,37.7373859,127.043314,인천교통공사,경기도 의정부시 신흥로 237,B551894,인천교통공사
580,U114,의정부시청,L4101,의정부경전철,일반역,-,-,37.7392416,127.0348664,인천교통공사,경기도 의정부시 의정부로 69,B551894,인천교통공사
581,U115,흥선,L4101,의정부경전철,일반역,-,-,37.7432842,127.0371212,인천교통공사,경기도 의정부시 호국로 1197,B551894,인천교통공사
582,U117,의정부중앙,L4101,의정부경전철,일반역,-,-,37.7436839,127.0496634,인천교통공사,경기도 의정부시 호국로 1305,B551894,인천교통공사
583,U118,동오,L4101,의정부경전철,일반역,-,-,37.7452685,127.056979,인천교통공사,경기도 의정부시 장곡로 471,B551894,인천교통공사
584,U119,새말,L4101,의정부경전철,일반역,-,-,37.7488688,127.0637846,인천교통공사,경기도 의정부시 장곡로 551,B551894,인천교통공사
585,U120,경기도청북부청사,L4101,의정부경전철,일반역,-,-,37.7507731,127.0716075,인천교통공사,경기도 의정부시 장곡로 615,B551894,인천교통공사
586,U121,효자,L4101,의정부경전철,일반역,-,-,37.7539992,127.0772808,인천교통공사,경기도 의정부시 부용로 159-40,B551894,인천교통공사
587,U122,곤제,L4101,의정부경전철,일반역,-,-,37.7505337,127.083846,인천교통공사,경기도 의정부시 천보로 173,B551894,인천교통공사
588,U123,어룡,L4101,의정부경전철,일반역,-,-,37.7426961,127.0852263,인천교통공사,경기도 의정부시 충의로 125,B551894,인천교통공사
589,U124,송산,L4101,의정부경전철,일반역,-,-,37.737262,127.0872261,인천교통공사,경기도 의정부시 충의로 59,B551894,인천교통공사
590,U125,탑석,L4101,의정부경전철,일반역,-,-,37.7334668,127.0889285,인천교통공사,경기도 의정부시 충의로 20,B551894,인천교통공사
591,555,미사역,S1105,지하철하남선,일반역,N,N,37.5631234,127.1932345,서울교통공사,경기도 하남시 미사강변동로 지하 90,4040000,경기도 하남시
592,556,하남풍산역,S1105,지하철하남선,일반역,N,N,37.5512453,127.2031234,서울교통공사,경기도 하남시 덕풍서로 지하 50,4040000,경기도 하남시
593,101,사상역,L4801,부산-김해경전철,환승역,L4801+S2602,부산-김해경전철+부산도시철도 2호선,35.162305,128.985784,부산-김해경전철㈜,부산광역시 사상구 광장로 83,5350000,경상남도 김해시
594,102,괘법르네시떼역,L4801,부산-김해경전철,일반역,,,35.16331,128.977737,부산-김해경전철㈜,부산광역시 사상구 광장로 9번,5350000,경상남도 김해시
595,103,서부산유통지구역,L4801,부산-김해경전철,일반역,,,35.166435,128.954807,부산-김해경전철㈜,부산광역시 강서구 유통단지 1로 57번길 7번,5350000,경상남도 김해시
596,104,공항역,L4801,부산-김해경전철,일반역,,,35.171929,128.948574,부산-김해경전철㈜,부산광역시 강서구 공항진입로 165,5350000,경상남도 김해시
597,105,덕두역,L4801,부산-김해경전철,일반역,,,35.182006,128.954217,부산-김해경전철㈜,부산광역시 강서구 경전철로 10,5350000,경상남도 김해시
598,106,등구역,L4801,부산-김해경전철,일반역,,,35.196194,128.963551,부산-김해경전철㈜,부산광역시 강서구 대저2동 3133-7,5350000,경상남도 김해시
599,107,대저역,L4801,부산-김해경전철,환승역,L4801+S2603,부산-김해경전철+부산도시철도 3호선,35.213056,128.960647,부산-김해경전철㈜,부산광역시 강서구 낙동북로 294,5350000,경상남도 김해시
600,108,평강역,L4801,부산-김해경전철,일반역,,,35.214048,128.950756,부산-김해경전철㈜,부산광역시 강서구 대저1동 1639-1,5350000,경상남도 김해시
601,109,대사역,L4801,부산-김해경전철,일반역,,,35.217686,128.938423,부산-김해경전철㈜,부산광역시 강서구 강동동 110-2,5350000,경상남도 김해시
602,110,불암역,L4801,부산-김해경전철,일반역,,,35.222192,128.927875,부산-김해경전철㈜,경상남도 김해시 김해대로 2787,5350000,경상남도 김해시
603,111,지내역,L4801,부산-김해경전철,일반역,,,35.227492,128.923782,부산-김해경전철㈜,경상남도 김해시 김해대로 2718,5350000,경상남도 김해시
604,112,김해대학역,L4801,부산-김해경전철,일반역,,,35.229015,128.915561,부산-김해경전철㈜,경상남도 김해시 김해대로 2641,5350000,경상남도 김해시
605,113,인제대역,L4801,부산-김해경전철,일반역,,,35.2281,128.901761,부산-김해경전철㈜,경상남도 김해시 김해대로 2515,5350000,경상남도 김해시
606,114,김해시청역,L4801,부산-김해경전철,일반역,,,35.227077,128.890425,부산-김해경전철㈜,경상남도 김해시 김해대로 2408,5350000,경상남도 김해시
607,115,부원역,L4801,부산-김해경전철,일반역,,,35.226489,128.884,부산-김해경전철㈜,경상남도 김해시 김해대로 2350,5350000,경상남도 김해시
608,116,봉황역,L4801,부산-김해경전철,일반역,,,35.227266,128.874381,부산-김해경전철㈜,경상남도 김해시 김해대로 2249,5350000,경상남도 김해시
609,117,수로왕릉역,L4801,부산-김해경전철,일반역,,,35.232824,128.872207,부산-김해경전철㈜,경상남도 김해시 김해대로 2181,5350000,경상남도 김해시
610,118,박물관역,L4801,부산-김해경전철,일반역,,,35.240072,128.871905,부산-김해경전철㈜,경상남도 김해시 김해대로 2103,5350000,경상남도 김해시
611,119,연지공원역,L4801,부산-김해경전철,일반역,,,35.2496,128.869287,부산-김해경전철㈜,경상남도 김해시 해반천로 5,5350000,경상남도 김해시
612,120,장신대역,L4801,부산-김해경전철,일반역,,,35.259544,128.867202,부산-김해경전철㈜,경상남도 김해시 해반천로 129,5350000,경상남도 김해시
613,121,가야대역,L4801,부산-김해경전철,일반역,,,35.266785,128.865,부산-김해경전철㈜,경상남도 김해시 해반천로 211,5350000,경상남도 김해시
614,134,신천,S2701,대구 도시철도 1호선,일반역,,,37.511624,127.083391,대구광역시 대구도시철도공사,대구광역시 동구 동부로 지하41 (신천동),B552109,대구도시철도공사
615,135,동대구,S2701,대구 도시철도 1호선,일반역,,,35.877303,128.627513,대구광역시 대구도시철도공사,대구광역시 동구 동대구로 지하530 (신천동),B552109,대구도시철도공사
616,136,동구청,S2701,대구 도시철도 1호선,일반역,,,35.8838366,128.6316231,대구광역시 대구도시철도공사,대구광역시 동구 신암남로 지하169 (신암동),B552109,대구도시철도공사
617,137,아양교,S2701,대구 도시철도 1호선,일반역,,,35.887162,128.6375663,대구광역시 대구도시철도공사,대구광역시 동구 아양로 지하245 (신암동),B552109,대구도시철도공사
618,138,동촌,S2701,대구 도시철도 1호선,일반역,,,35.886159,128.649053,대구광역시 대구도시철도공사,대구광역시 동구 해동로 지하197 (검사동),B552109,대구도시철도공사
619,139,해안,S2701,대구 도시철도 1호선,일반역,,,35.8838981,128.6593108,대구광역시 대구도시철도공사,대구광역시 동구 동촌로 지하167 (방촌동),B552109,대구도시철도공사
620,140,방촌,S2701,대구 도시철도 1호선,일반역,,,35.879692,128.669976,대구광역시 대구도시철도공사,대구광역시 동구 동촌로 지하275 (방촌동),B552109,대구도시철도공사
621,141,용계,S2701,대구 도시철도 1호선,일반역,,,35.876273,128.681415,대구광역시 대구도시철도공사,대구광역시 동구 동촌로 지하383 (용계동),B552109,대구도시철도공사
622,142,율하,S2701,대구 도시철도 1호선,일반역,,,35.869579,128.693032,대구광역시 대구도시철도공사,대구광역시 동구 안심로 지하57 (율하동),B552109,대구도시철도공사
623,143,신기,S2701,대구 도시철도 1호선,일반역,,,35.866759,128.701658,대구광역시 대구도시철도공사,대구광역시 동구 안심로 지하159 (신기동),B552109,대구도시철도공사
624,144,반야월,S2701,대구 도시철도 1호선,일반역,,,35.865999,128.713553,대구광역시 대구도시철도공사,대구광역시 동구 안심로 지하261 (동호동),B552109,대구도시철도공사
625,115,설화명곡,S2701,대구 도시철도 1호선,일반역,,,35.7987183,128.4893178,대구광역시 대구도시철도공사,대구광역시 달성군 화원읍 비슬로 2476,B552109,대구도시철도공사
626,116,화원,S2701,대구 도시철도 1호선,일반역,,,35.8043566,128.5004042,대구광역시 대구도시철도공사,대구광역시 달성군 화원읍 비슬로 지하2600,B552109,대구도시철도공사
627,117,대곡,S2701,대구 도시철도 1호선,일반역,,,35.809497,128.510391,대구광역시 대구도시철도공사,대구광역시 달서구 비슬로 지하2718 (대곡동),B552109,대구도시철도공사
628,118,진천,S2701,대구 도시철도 1호선,일반역,,,35.813826,128.520397,대구광역시 대구도시철도공사,대구광역시 달서구 월배로 지하76 (진천동),B552109,대구도시철도공사
629,119,월배,S2701,대구 도시철도 1호선,일반역,,,35.816276,128.528392,대구광역시 대구도시철도공사,대구광역시 달서구 월배로 지하143 (진천동),B552109,대구도시철도공사
630,120,상인,S2701,대구 도시철도 1호선,일반역,,,35.818966,128.535684,대구광역시 대구도시철도공사,대구광역시 달서구 월배로 지하223 (상인동),B552109,대구도시철도공사
631,121,월촌,S2701,대구 도시철도 1호선,일반역,,,35.823688,128.543277,대구광역시 대구도시철도공사,대구광역시 달서구 월배로 지하311 (송현동),B552109,대구도시철도공사
632,122,송현,S2701,대구 도시철도 1호선,일반역,,,35.831079,128.549562,대구광역시 대구도시철도공사,대구광역시 달서구 월배로 지하412 (송현동),B552109,대구도시철도공사
633,123,성당못,S2701,대구 도시철도 1호선,일반역,,,35.837471,128.555224,대구광역시 대구도시철도공사,대구광역시 남구 월배로 지하501 (대명동),B552109,대구도시철도공사
634,124,대명,S2701,대구 도시철도 1호선,일반역,,,35.839302,128.563288,대구광역시 대구도시철도공사,대구광역시 남구 대명로 지하71 (대명동),B552109,대구도시철도공사
635,125,안지랑,S2701,대구 도시철도 1호선,일반역,,,35.839243,128.571705,대구광역시 대구도시철도공사,대구광역시 남구 대명로 지하141 (대명동),B552109,대구도시철도공사
636,126,현충로,S2701,대구 도시철도 1호선,일반역,,,35.840911,128.579194,대구광역시 대구도시철도공사,대구광역시 남구 대명로 지하222 (대명동),B552109,대구도시철도공사
637,107,풍무역,L4101,김포골드라인,일반역,,-,37.61243514,126.7324441,김포골드라인운영㈜,경기도 김포시 김포대로710,4090000,경기도 김포시
638,108,고촌역,L4101,김포골드라인,일반역,,-,37.60121656,126.7703242,김포골드라인운영㈜,경기도 김포시 고촌읍 김포대로350,4090000,경기도 김포시
639,109,김포공항역,L4101,김포골드라인,환승역,,"공항철도,서울교통공사5호선,서울교통공사9호선운영㈜",37.56233524,126.8019511,김포골드라인운영㈜,서울특별시 강서구 하늘길77,4090000,경기도 김포시
640,102,괘법르네시떼역,L4801,부산-김해경전철,일반역,,,35.163311,128.977737,부산-김해경전철㈜,부산광역시 사상구 광장로 9번,6260000,부산광역시
641,103,서부산유통지구역,L4801,부산-김해경전철,일반역,,,35.166435,128.954807,부산-김해경전철㈜,부산광역시 강서구 유통단지 1로 57번길 7번,6260000,부산광역시
642,104,공항역,L4801,부산-김해경전철,일반역,,,35.171929,128.948574,부산-김해경전철㈜,부산광역시 강서구 공항진입로 165,6260000,부산광역시
643,105,덕두역,L4801,부산-김해경전철,일반역,,,35.182006,128.954217,부산-김해경전철㈜,부산광역시 강서구 경전철로 10,6260000,부산광역시
644,106,등구역,L4801,부산-김해경전철,일반역,,,35.196194,128.963551,부산-김해경전철㈜,부산광역시 강서구 낙동북로 294,6260000,부산광역시
645,107,대저역,L4801,부산-김해경전철,환승역,L4801+S2603,부산-김해경전철+부산도시철도 3호선,35.213056,128.960647,부산-김해경전철㈜,부산광역시 강서구 낙동북로 294,6260000,부산광역시
646,108,평강역,L4801,부산-김해경전철,일반역,,,35.214048,128.950756,부산-김해경전철㈜,부산광역시 강서구 낙동북로203,6260000,부산광역시
647,109,대사역,L4801,부산-김해경전철,일반역,,,35.217686,128.938423,부산-김해경전철㈜,부산광역시 강서구 낙동북로 82,6260000,부산광역시
648,110,불암역,L4801,부산-김해경전철,일반역,,,35.222192,128.927875,부산-김해경전철㈜,경상남도 김해시 김해대로 2787,6260000,부산광역시
649,111,지내역,L4801,부산-김해경전철,일반역,,,35.227492,128.923782,부산-김해경전철㈜,경상남도 김해시 김해대로 2718,6260000,부산광역시
650,112,김해대학역,L4801,부산-김해경전철,일반역,,,35.229015,128.915561,부산-김해경전철㈜,경상남도 김해시 김해대로 2641,6260000,부산광역시
651,113,인제대역,L4801,부산-김해경전철,일반역,,,35.22810117,128.901761,부산-김해경전철㈜,경상남도 김해시 김해대로 2515,6260000,부산광역시
652,114,김해시청역,L4801,부산-김해경전철,일반역,,,35.227077,128.890425,부산-김해경전철㈜,경상남도 김해시 김해대로 2408,6260000,부산광역시
653,115,부원역,L4801,부산-김해경전철,일반역,,,35.226489,128.8839018,부산-김해경전철㈜,경상남도 김해시 김해대로 2350,6260000,부산광역시
654,116,봉황역,L4801,부산-김해경전철,일반역,,,35.227266,128.874381,부산-김해경전철㈜,경상남도 김해시 김해대로 2249,6260000,부산광역시
655,117,수로왕릉역,L4801,부산-김해경전철,일반역,,,35.232824,128.872207,부산-김해경전철㈜,경상남도 김해시 김해대로 2181,6260000,부산광역시
656,118,박물관역,L4801,부산-김해경전철,일반역,,,35.240072,128.871905,부산-김해경전철㈜,경상남도 김해시 김해대로 2103,6260000,부산광역시
657,119,연지공원역,L4801,부산-김해경전철,일반역,,,35.24965843,128.869287,부산-김해경전철㈜,경상남도 김해시 해반천로 5,6260000,부산광역시
658,120,장신대역,L4801,부산-김해경전철,일반역,,,35.259544,128.867202,부산-김해경전철㈜,경상남도 김해시 해반천로 129,6260000,부산광역시
659,121,가야대역,L4801,부산-김해경전철,일반역,,,35.266785,128.8650682,부산-김해경전철㈜,경상남도 김해시 해반천로 211,6260000,부산광역시
660,122,사상역,L4801,부산-김해경전철,환승역,L4801+S2602,부산-김해경전철+부산도시철도 2호선,35.162305,128.985784,부산-김해경전철㈜,부산광역시 사상구 광장로 83,6260000,부산광역시
661,101,판암,S3001,대전도시철도 1호선,일반역,,,36.316896,127.458264,대전광역시 도시철도공사,대전광역시 동구 옥천로 지하162 (판암동),B551918,대전광역시도시철도공사
662,102,신흥,S3001,대전도시철도 1호선,일반역,,,36.319652,127.448792,대전광역시 도시철도공사,대전광역시 동구 옥천로 지하 70 (판암동),B551918,대전광역시도시철도공사
663,103,대동,S3001,대전도시철도 1호선,일반역,,,36.329532,127.442848,대전광역시 도시철도공사,대전광역시 동구 계족로 지하 176 (대동),B551918,대전광역시도시철도공사
664,104,대전,S3001,대전도시철도 1호선,일반역,,,36.331583,127.433118,대전광역시 도시철도공사,대전광역시 동구 중앙로 지하 218 (중동),B551918,대전광역시도시철도공사
665,105,중앙로,S3001,대전도시철도 1호선,일반역,,,36.328664,127.425842,대전광역시 도시철도공사,대전광역시 중구 중앙로 지하 145 (은행동),B551918,대전광역시도시철도공사
666,106,중구청,S3001,대전도시철도 1호선,일반역,,,36.324831,127.419627,대전광역시 도시철도공사,대전광역시 중구 중앙로 지하 71 (선화동),B551918,대전광역시도시철도공사
667,107,서대전네거리,S3001,대전도시철도 1호선,일반역,,,36.322416,127.412518,대전광역시 도시철도공사,대전광역시 중구 계룡로 지하 889(용두동),B551918,대전광역시도시철도공사
668,108,오룡,S3001,대전도시철도 1호선,일반역,,,36.328582,127.405046,대전광역시 도시철도공사,대전광역시 중구 계룡로 지하 793(오류동),B551918,대전광역시도시철도공사
669,109,용문,S3001,대전도시철도 1호선,일반역,,,36.338252,127.393317,대전광역시 도시철도공사,대전광역시 서구 계룡로 지하 644(용문동),B551918,대전광역시도시철도공사
670,110,탄방,S3001,대전도시철도 1호선,일반역,,,36.34544,127.384603,대전광역시 도시철도공사,대전광역시 서구 문정로48번길 지하 19(탄방동),B551918,대전광역시도시철도공사
671,111,시청,S3001,대전도시철도 1호선,일반역,,,36.351673,127.386739,대전광역시 도시철도공사,대전광역시 서구 둔산중로 지하 55(둔산동),B551918,대전광역시도시철도공사
672,112,정부청사,S3001,대전도시철도 1호선,일반역,,,36.357661,127.381047,대전광역시 도시철도공사,대전광역시 서구 한밭대로 지하 744(둔산동),B551918,대전광역시도시철도공사
673,113,갈마,S3001,대전도시철도 1호선,일반역,,,36.357522,127.372632,대전광역시 도시철도공사,대전광역시 서구 한밭대로 지하 666(갈마동),B551918,대전광역시도시철도공사
674,114,월평,S3001,대전도시철도 1호선,일반역,,,36.358272,127.364382,대전광역시 도시철도공사,대전광역시 서구 한밭대로 지하 595(월평동),B551918,대전광역시도시철도공사
675,115,갑천,S3001,대전도시철도 1호선,일반역,,,36.354578,127.354467,대전광역시 도시철도공사,대전광역시 서구 갑천도시고속도로 지하 1833(월평동),B551918,대전광역시도시철도공사
676,116,유성온천,S3001,대전도시철도 1호선,일반역,,,36.353689,127.341524,대전광역시 도시철도공사,대전광역시 유성구 계룡로 지하 97(봉명동),B551918,대전광역시도시철도공사
677,117,구암,S3001,대전도시철도 1호선,일반역,,,36.356605,127.33083,대전광역시 도시철도공사,대전광역시 유성구 유성대로 703(구암동),B551918,대전광역시도시철도공사
678,118,현충원,S3001,대전도시철도 1호선,일반역,,,36.359021,127.321525,대전광역시 도시철도공사,대전광역시 유성구 현충원로 지하 455(구암동),B551918,대전광역시도시철도공사
679,119,월드컵경기장,S3001,대전도시철도 1호선,일반역,,,36.366825,127.317859,대전광역시 도시철도공사,대전광역시 유성구 한밭대로 지하 155(노은동),B551918,대전광역시도시철도공사
680,120,노은,S3001,대전도시철도 1호선,일반역,,,36.37415,127.317835,대전광역시 도시철도공사,대전광역시 유성구 노은로 지하 161(지족동),B551918,대전광역시도시철도공사
681,121,지족,S3001,대전도시철도 1호선,일반역,,,36.384106,127.319501,대전광역시 도시철도공사,대전광역시 유성구 노은로 273(지족동),B551918,대전광역시도시철도공사
682,122,반석,S3001,대전도시철도 1호선,일반역,,,36.392128,127.314581,대전광역시 도시철도공사,대전광역시 유성구 북유성대로 지하 303(반석동),B551918,대전광역시도시철도공사
683,2020,중동역,S2602,부산도시철도 2호선,일반역,,,35.1667,129.168604,부산교통공사,부산광역시 해운대구 해운대로 지하 730,5380000,경상남도 양산시
684,203,해운대역,S2602,부산도시철도 2호선,일반역,,,35.163672,129.158908,부산교통공사,부산광역시 해운대구 해운대로 지하 626,5380000,경상남도 양산시
685,204,동백역,S2602,부산도시철도 2호선,일반역,,,35.161484,129.147897,부산교통공사,부산광역시 해운대구 해운대로 지하 522,5380000,경상남도 양산시
686,205,시립미술관역,S2602,부산도시철도 2호선,일반역,,,35.168844,129.138933,부산교통공사,부산광역시 해운대구 해운대로 지하 396,5380000,경상남도 양산시
687,206,센텀시티역,S2602,부산도시철도 2호선,일반역,,,35.168827,129.131745,부산교통공사,부산광역시 해운대구 센텀남대로 지하 76,5380000,경상남도 양산시
688,207,민락역,S2602,부산도시철도 2호선,일반역,,,35.167228,129.121909,부산교통공사,부산광역시 수영구 수영로 지하 769,5380000,경상남도 양산시
689,208,수영역,S2602,부산도시철도 2호선,환승역,S2602+S2603,부산도시철도 2호선+부산도시철도 3호선,35.165227,129.114713,부산교통공사,부산광역시 수영구 수영로 지하 677,5380000,경상남도 양산시
690,209,광안역,S2602,부산도시철도 2호선,일반역,,,35.157916,129.113168,부산교통공사,부산광역시 수영구 수영로 지하 576,5380000,경상남도 양산시
